well_id,field_name,country,field_type,latitude,longitude,well_type,well_depth_m,temperature_C,pressure_MPa,porosity,permeability_mD,flow_rate_kg_s,power_generated_MWe
PALINPIN_W0097,Palinpinon,Philippines,Liquid-Dominated,9.37329,123.15205,Production,1886.1,189.14,16.587,0.08143,52.8168,30.199,2.6379
PALINPIN_W0098,Palinpinon,Philippines,Liquid-Dominated,9.35244,123.18356,Production,1835.2,170.62,17.098,0.11172,42.1343,18.482,1.4427
PALINPIN_W0099,Palinpinon,Philippines,Liquid-Dominated,9.27352,123.14971,Production,1989.7,185.17,11.172,0.08667,86.7966,26.816,2.2889
PALINPIN_W0100,Palinpinon,Philippines,Liquid-Dominated,9.34917,123.17393,Production,1214.9,168.0,6.786,0.07928,31.5544,37.277,2.8608
PALINPIN_W0101,Palinpinon,Philippines,Liquid-Dominated,9.32064,123.14613,Production,2292.2,227.19,20.359,0.10859,54.2626,34.044,3.6235
PALINPIN_W0102,Palinpinon,Philippines,Liquid-Dominated,9.31861,123.12423,Production,1562.1,198.76,11.605,0.11214,232.6773,50.925,4.6938
PALINPIN_W0103,Palinpinon,Philippines,Liquid-Dominated,9.36371,123.15256,Production,2341.7,250.37,17.218,0.09824,149.4651,41.764,4.9308
PALINPIN_W0104,Palinpinon,Philippines,Liquid-Dominated,9.30814,123.19351,Production,1995.0,177.01,18.869,0.10291,34.0258,30.993,2.5186
PALINPIN_W0105,Palinpinon,Philippines,Liquid-Dominated,9.3199,123.13135,Production,1840.1,216.3,13.341,0.07975,91.1308,27.204,2.7468
PALINPIN_W0106,Palinpinon,Philippines,Liquid-Dominated,9.33894,123.18341,Production,2029.1,195.31,17.368,0.09703,64.7993,22.549,2.0395
PALINPIN_W0107,Palinpinon,Philippines,Liquid-Dominated,9.31492,123.16756,Production,2212.5,243.27,17.542,0.11757,32.1712,33.508,3.8366
PALINPIN_W0108,Palinpinon,Philippines,Liquid-Dominated,9.40121,123.1224,Production,2071.0,192.55,18.811,0.08126,16.8115,38.525,3.4311
PALINPIN_W0109,Palinpinon,Philippines,Liquid-Dominated,9.30635,123.05732,Production,1684.9,209.54,15.459,0.08956,128.7622,43.51,4.2458
PALINPIN_W0110,Palinpinon,Philippines,Liquid-Dominated,9.26823,123.06536,Production,2025.0,182.62,15.921,0.0605,20.921,35.051,2.947
PALINPIN_W0111,Palinpinon,Philippines,Liquid-Dominated,9.33398,123.20408,Production,2523.9,224.71,21.605,0.07605,26.2199,29.537,3.107
PALINPIN_W0112,Palinpinon,Philippines,Liquid-Dominated,9.35699,123.20482,Production,2032.0,188.2,18.352,0.10291,73.0183,32.182,2.796
PALINPIN_W0113,Palinpinon,Philippines,Liquid-Dominated,9.33196,123.15941,Production,2261.5,196.46,19.116,0.14811,451.2375,67.188,6.1153
PALINPIN_W0114,Palinpinon,Philippines,Liquid-Dominated,9.31003,123.11347,Production,1716.4,215.89,13.305,0.08825,51.2372,24.006,2.4189
PALINPIN_W0115,Palinpinon,Philippines,Liquid-Dominated,9.33076,123.15453,Production,2252.9,228.23,21.308,0.1164,168.1096,23.829,2.5487
PALINPIN_W0116,Palinpinon,Philippines,Liquid-Dominated,9.44026,123.12381,Production,1898.0,188.76,15.361,0.0962,41.5644,18.076,1.5755
PALINPIN_W0117,Palinpinon,Philippines,Liquid-Dominated,9.39601,123.16065,Production,1752.9,216.56,15.351,0.11221,168.3516,43.499,4.3979
PALINPIN_W0118,Palinpinon,Philippines,Liquid-Dominated,9.31544,123.16962,Production,2189.6,203.57,15.487,0.09036,43.0648,18.131,1.7149
PALINPIN_W0119,Palinpinon,Philippines,Liquid-Dominated,9.30616,123.16386,Production,1992.4,194.96,16.748,0.06773,18.8352,15.982,1.4426
PALINPIN_W0120,Palinpinon,Philippines,Liquid-Dominated,9.39376,123.17233,Production,1994.9,202.39,20.226,0.09004,40.7713,32.132,3.0202
PALINPIN_W0121,Palinpinon,Philippines,Liquid-Dominated,9.34156,123.10562,Production,2313.8,231.73,19.788,0.09661,61.3412,25.501,2.7722
PALINPIN_W0122,Palinpinon,Philippines,Liquid-Dominated,9.35996,123.13844,Production,1175.0,168.0,11.426,0.10081,38.2895,41.558,3.1893
PALINPIN_W0123,Palinpinon,Philippines,Liquid-Dominated,9.37381,123.10002,Production,1910.1,180.77,16.85,0.12578,106.2813,37.549,3.1223
PALINPIN_W0124,Palinpinon,Philippines,Liquid-Dominated,9.29866,123.15192,Production,2033.1,225.58,17.487,0.07057,9.729,17.288,1.8261
PALINPIN_W0125,Palinpinon,Philippines,Liquid-Dominated,9.32017,123.10281,Production,1639.0,168.0,12.742,0.07301,22.2813,24.887,1.91
PALINPIN_W0126,Palinpinon,Philippines,Liquid-Dominated,9.38588,123.13468,Production,2358.5,208.2,21.381,0.08513,42.6619,41.672,4.0383
PALINPIN_W0127,Palinpinon,Philippines,Liquid-Dominated,9.36872,123.14701,Production,1669.7,175.08,13.845,0.08523,26.9274,21.151,1.6983
PALINPIN_W0128,Palinpinon,Philippines,Liquid-Dominated,9.39096,123.1688,Production,1967.4,224.66,16.807,0.09152,69.9688,31.346,3.2965
PALINPIN_W0129,Palinpinon,Philippines,Liquid-Dominated,9.30174,123.09548,Production,2040.8,201.98,16.148,0.06769,26.4378,32.409,3.0396
PALINPIN_W0130,Palinpinon,Philippines,Liquid-Dominated,9.30394,123.13084,Production,1614.2,189.37,15.48,0.10598,26.4498,24.386,2.1329
PALINPIN_W0131,Palinpinon,Philippines,Liquid-Dominated,9.40273,123.06331,Production,1893.9,208.19,17.901,0.05836,19.1649,35.981,3.4866
PALINPIN_W0132,Palinpinon,Philippines,Liquid-Dominated,9.38068,123.14664,Production,1837.0,214.36,18.383,0.06428,15.6257,24.29,2.429
PALINPIN_W0133,Palinpinon,Philippines,Liquid-Dominated,9.31132,123.13549,Production,1709.9,217.73,17.202,0.07659,31.0243,30.114,3.0623
PALINPIN_W0134,Palinpinon,Philippines,Liquid-Dominated,9.43403,123.11814,Production,2213.8,240.56,16.992,0.07231,36.9008,38.039,4.3038
PALINPIN_W0135,Palinpinon,Philippines,Liquid-Dominated,9.32471,123.12642,Production,1887.3,201.11,19.393,0.09836,85.2128,29.783,2.7803
PALINPIN_W0136,Palinpinon,Philippines,Liquid-Dominated,9.31108,123.1903,Production,1992.6,218.07,17.519,0.10423,203.5786,60.732,6.1862
PALINPIN_W0137,Palinpinon,Philippines,Liquid-Dominated,9.30914,123.0709,Production,2136.8,186.87,19.513,0.10043,63.8867,37.795,3.2582
PALINPIN_W0138,Palinpinon,Philippines,Liquid-Dominated,9.40741,123.06916,Production,2263.0,252.68,21.532,0.08168,56.8915,39.471,4.7057
PALINPIN_W0139,Palinpinon,Philippines,Liquid-Dominated,9.3531,123.18016,Production,1980.2,224.08,18.991,0.11114,84.9778,35.259,3.6978
PALINPIN_W0140,Palinpinon,Philippines,Liquid-Dominated,9.3277,123.16279,Production,2036.9,238.13,15.649,0.09906,67.5742,32.412,3.6275
PALINPIN_W0141,Palinpinon,Philippines,Liquid-Dominated,9.29546,123.18624,Production,2014.2,184.83,16.992,0.08416,37.3999,34.676,2.9539
PALINPIN_W0142,Palinpinon,Philippines,Liquid-Dominated,9.29302,123.1396,Production,1550.4,168.09,12.895,0.07574,33.9846,46.237,3.5506
PALINPIN_W0143,Palinpinon,Philippines,Liquid-Dominated,9.4306,123.09067,Production,1638.0,181.59,14.02,0.05868,10.6734,26.52,2.216
PALINPIN_W0144,Palinpinon,Philippines,Liquid-Dominated,9.41607,123.21324,Production,2213.7,242.77,14.757,0.06857,27.4916,33.484,3.8256
PALINPIN_W0145,Palinpinon,Philippines,Liquid-Dominated,9.38721,123.11488,Production,1892.3,207.57,15.134,0.10398,19.2746,23.469,2.267
PALINPIN_W0146,Palinpinon,Philippines,Liquid-Dominated,9.33881,123.08057,Production,2205.3,251.13,18.612,0.08118,29.5537,33.597,3.9793
PALINPIN_W0147,Palinpinon,Philippines,Liquid-Dominated,9.36647,123.23186,Production,1755.3,187.61,16.285,0.10373,94.2114,22.488,1.947
PALINPIN_W0148,Palinpinon,Philippines,Liquid-Dominated,9.35001,123.18585,Production,2066.1,228.85,18.764,0.09306,55.1816,18.653,2.0009
PALINPIN_W0149,Palinpinon,Philippines,Liquid-Dominated,9.36476,123.16639,Production,2498.4,262.59,24.105,0.09252,33.9304,29.761,3.696
PALINPIN_W0150,Palinpinon,Philippines,Liquid-Dominated,9.28147,123.24224,Production,2393.7,211.04,19.782,0.0851,170.0887,9.574,0.9414
PALINPIN_W0151,Palinpinon,Philippines,Liquid-Dominated,9.33336,123.12627,Production,1891.8,236.05,16.977,0.10024,28.859,37.84,4.1957
PALINPIN_W0152,Palinpinon,Philippines,Liquid-Dominated,9.33426,123.11896,Production,1653.1,201.02,14.273,0.11701,89.1005,42.989,4.0113
PALINPIN_W0153,Palinpinon,Philippines,Liquid-Dominated,9.36533,123.1901,Production,1779.7,196.46,16.592,0.07873,179.7517,37.278,3.3931
PALINPIN_W0154,Palinpinon,Philippines,Liquid-Dominated,9.36404,123.18074,Production,2199.3,234.54,21.872,0.08668,80.1064,40.593,4.4701
PALINPIN_W0155,Palinpinon,Philippines,Liquid-Dominated,9.36365,123.22645,Production,2144.9,192.76,18.947,0.08261,63.2587,34.338,3.0617
PALINPIN_W0156,Palinpinon,Philippines,Liquid-Dominated,9.38904,123.12542,Production,2201.8,231.93,22.067,0.09591,38.9952,33.175,3.6099
PALINPIN_W0157,Palinpinon,Philippines,Liquid-Dominated,9.29234,123.17213,Production,1919.7,208.1,20.734,0.08421,35.8633,30.713,2.9748
PALINPIN_W0158,Palinpinon,Philippines,Liquid-Dominated,9.37439,123.26557,Production,1891.6,226.55,16.456,0.12653,114.48,39.368,4.1775
PALINPIN_W0159,Palinpinon,Philippines,Liquid-Dominated,9.4322,123.08086,Production,1592.0,210.52,9.025,0.08079,8.6987,29.112,2.8551
PALINPIN_W0160,Palinpinon,Philippines,Liquid-Dominated,9.36198,123.15031,Production,1978.1,214.62,17.592,0.06773,14.5124,10.548,1.0562
PALINPIN_W0161,Palinpinon,Philippines,Liquid-Dominated,9.24669,123.19997,Production,2534.7,215.64,21.275,0.07813,28.6683,30.963,3.1161
PALINPIN_W0162,Palinpinon,Philippines,Liquid-Dominated,9.38375,123.16234,Production,1976.0,235.01,20.529,0.07033,44.9058,23.263,2.5672
PALINPIN_W0163,Palinpinon,Philippines,Liquid-Dominated,9.33117,123.18256,Production,2494.3,239.73,20.772,0.0875,14.9464,25.271,2.8487
PALINPIN_W0164,Palinpinon,Philippines,Liquid-Dominated,9.41122,123.13013,Production,2121.5,222.7,17.268,0.12849,163.8379,52.959,5.5175
PALINPIN_W0165,Palinpinon,Philippines,Liquid-Dominated,9.37468,123.08121,Production,2088.8,213.34,18.884,0.11585,91.5645,31.976,3.1813
PALINPIN_W0166,Palinpinon,Philippines,Liquid-Dominated,9.31772,123.09092,Production,2474.4,270.42,24.186,0.10186,94.7766,29.504,3.78
PALINPIN_W0167,Palinpinon,Philippines,Liquid-Dominated,9.40572,123.1837,Production,1585.4,204.55,12.1,0.07106,17.2498,14.096,1.3402
PALINPIN_W0168,Palinpinon,Philippines,Liquid-Dominated,9.28633,123.114,Production,1690.3,168.92,15.448,0.09834,92.5712,37.748,2.9144
PALINPIN_W0169,Palinpinon,Philippines,Liquid-Dominated,9.31823,123.11433,Production,1711.5,169.51,13.857,0.07087,42.5404,23.211,1.7989
PALINPIN_W0170,Palinpinon,Philippines,Liquid-Dominated,9.30012,123.11633,Production,1949.0,219.77,16.938,0.09154,50.4028,33.936,3.4857
PALINPIN_W0171,Palinpinon,Philippines,Liquid-Dominated,9.39983,123.11507,Production,1992.2,239.21,17.874,0.08241,33.0435,24.444,2.749
PALINPIN_W0172,Palinpinon,Philippines,Liquid-Dominated,9.30565,123.16019,Production,1711.5,177.64,12.536,0.09345,45.1661,38.556,3.1454
PALINPIN_W0173,Palinpinon,Philippines,Liquid-Dominated,9.32606,123.2031,Production,1597.1,190.01,12.378,0.07522,11.7098,23.559,2.0682
PALINPIN_W0174,Palinpinon,Philippines,Liquid-Dominated,9.33032,123.14891,Production,1890.3,173.47,19.657,0.11388,83.6236,26.536,2.1093
PALINPIN_W0175,Palinpinon,Philippines,Liquid-Dominated,9.33597,123.17604,Production,2348.5,220.3,26.289,0.0991,55.2793,26.947,2.7749
PALINPIN_W0176,Palinpinon,Philippines,Liquid-Dominated,9.36557,123.21805,Production,1631.5,179.68,11.766,0.09601,75.7098,27.542,2.2751
PALINPIN_W0177,Palinpinon,Philippines,Liquid-Dominated,9.31636,123.14365,Production,1947.9,185.02,21.966,0.11503,80.3437,22.355,1.9065
PALINPIN_W0178,Palinpinon,Philippines,Liquid-Dominated,9.36125,123.17934,Production,1648.6,187.56,17.157,0.11319,31.8887,17.412,1.5072
PALINPIN_W0179,Palinpinon,Philippines,Liquid-Dominated,9.34717,123.16567,Production,2002.0,219.82,18.328,0.08863,19.8327,37.803,3.8838
PALINPIN_W0180,Palinpinon,Philippines,Liquid-Dominated,9.34156,123.19352,Production,1859.4,215.24,19.908,0.08273,68.5368,32.583,3.2726
PALINPIN_W0181,Palinpinon,Philippines,Liquid-Dominated,9.3772,123.14448,Production,2045.2,226.27,16.487,0.06727,7.2261,39.082,4.1416
PALINPIN_W0182,Palinpinon,Philippines,Liquid-Dominated,9.35395,123.03839,Production,1688.5,183.86,12.682,0.0995,88.0287,25.514,2.161
PALINPIN_W0183,Palinpinon,Philippines,Liquid-Dominated,9.31207,123.19363,Production,2154.2,195.27,17.373,0.07914,16.7784,23.885,2.1597
PALINPIN_W0184,Palinpinon,Philippines,Liquid-Dominated,9.36157,123.10394,Production,2105.7,222.88,14.631,0.09936,229.0044,50.27,5.2419
PALINPIN_W0185,Palinpinon,Philippines,Liquid-Dominated,9.34044,123.13529,Production,2004.0,204.48,15.422,0.12488,68.4637,18.13,1.7231
PALINPIN_W0186,Palinpinon,Philippines,Liquid-Dominated,9.35578,123.07419,Production,2192.8,214.29,20.294,0.10208,43.4981,13.463,1.3459
PALINPIN_W0187,Palinpinon,Philippines,Liquid-Dominated,9.36032,123.12706,Production,2343.1,209.22,21.734,0.0853,32.9072,29.098,2.8347
PALINPIN_W0188,Palinpinon,Philippines,Liquid-Dominated,9.38701,123.18439,Production,2014.1,223.15,17.463,0.12037,107.6312,21.164,2.2097
PALINPIN_W0189,Palinpinon,Philippines,Liquid-Dominated,9.36676,123.16438,Production,1592.0,185.09,14.981,0.11895,76.927,25.122,2.1434
PALINPIN_W0190,Palinpinon,Philippines,Liquid-Dominated,9.3907,123.16718,Production,2179.4,210.05,17.955,0.10014,93.2625,27.321,2.6731
PALINPIN_W0191,Palinpinon,Philippines,Liquid-Dominated,9.38497,123.11127,Production,2032.3,199.62,17.006,0.11852,30.8391,35.807,3.3159
PALINPIN_W0192,Palinpinon,Philippines,Liquid-Dominated,9.36836,123.24661,Production,2126.9,227.65,16.958,0.07423,11.8347,42.108,4.4915
PALINPIN_W0193,Palinpinon,Philippines,Liquid-Dominated,9.37393,123.27273,Production,1975.0,182.27,15.103,0.0827,52.4915,30.573,2.5652
PALINPIN_W0194,Palinpinon,Philippines,Liquid-Dominated,9.28992,123.20091,Production,2249.1,204.96,18.661,0.09409,41.7583,19.484,1.8565
PALINPIN_W0195,Palinpinon,Philippines,Liquid-Dominated,9.39948,123.18556,Production,1830.1,206.4,16.47,0.09321,53.9026,25.148,2.4144
PALINPIN_W0196,Palinpinon,Philippines,Liquid-Dominated,9.35833,123.16437,Production,2322.4,222.25,20.251,0.0677,13.377,25.504,2.6513
PALINPIN_W0197,Palinpinon,Philippines,Liquid-Dominated,9.43101,123.17196,Production,1919.0,200.04,19.048,0.10975,60.4081,33.019,3.0646
PALINPIN_W0198,Palinpinon,Philippines,Liquid-Dominated,9.26699,123.08818,Production,1723.6,221.06,14.857,0.07794,16.7646,17.693,1.8287
PALINPIN_W0199,Palinpinon,Philippines,Liquid-Dominated,9.43189,123.15198,Production,1899.6,186.83,14.662,0.10686,40.4993,36.317,3.1301
PALINPIN_W0200,Palinpinon,Philippines,Liquid-Dominated,9.39319,123.11289,Production,2493.8,208.54,27.284,0.09406,44.8382,37.272,3.6183
PALINPIN_W0201,Palinpinon,Philippines,Liquid-Dominated,9.34344,123.14273,Production,2237.0,198.83,19.522,0.09383,34.3751,21.707,2.0016
PALINPIN_W0202,Palinpinon,Philippines,Liquid-Dominated,9.33078,123.04364,Production,2060.7,192.76,18.939,0.09782,84.6244,38.709,3.4514
PALINPIN_W0203,Palinpinon,Philippines,Liquid-Dominated,9.38492,123.0932,Production,2136.2,187.96,17.335,0.09703,113.9295,34.606,3.0023
PALINPIN_W0204,Palinpinon,Philippines,Liquid-Dominated,9.38285,123.14715,Production,1720.4,214.23,16.322,0.09696,47.5797,36.526,3.6502
PALINPIN_W0205,Palinpinon,Philippines,Liquid-Dominated,9.35178,123.14398,Production,2051.8,208.4,15.944,0.08982,40.4387,20.738,2.0118
PALINPIN_W0206,Palinpinon,Philippines,Liquid-Dominated,9.38181,123.12935,Production,2065.3,221.3,11.885,0.0963,90.0627,21.376,2.2119
PALINPIN_W0207,Palinpinon,Philippines,Liquid-Dominated,9.31774,123.18133,Production,2437.2,255.08,23.72,0.10079,89.3687,29.206,3.5171
PALINPIN_W0208,Palinpinon,Philippines,Liquid-Dominated,9.36838,123.1643,Production,1784.4,216.13,9.827,0.14074,258.3254,43.148,4.353
PALINPIN_W0209,Palinpinon,Philippines,Liquid-Dominated,9.33246,123.09947,Production,1737.1,190.87,16.306,0.10116,124.3918,42.511,3.75
PALINPIN_W0210,Palinpinon,Philippines,Liquid-Dominated,9.33735,123.03747,Production,1989.4,217.8,19.265,0.09197,49.1668,39.308,3.9986
PALINPIN_W0211,Palinpinon,Philippines,Liquid-Dominated,9.32656,123.05518,Production,2184.7,231.75,17.408,0.10741,53.1429,42.65,4.637
PALINPIN_W0212,Palinpinon,Philippines,Liquid-Dominated,9.2927,123.07683,Production,1660.9,181.03,11.58,0.08599,36.3716,27.227,2.2675
PALINPIN_W0213,Palinpinon,Philippines,Liquid-Dominated,9.3294,123.19897,Production,1917.4,228.33,15.369,0.07225,20.0954,51.915,5.5552
PALINPIN_W0001I,Palinpinon,Philippines,Liquid-Dominated,9.33752,123.16643,Injection,1286.4,128.06,12.596,0.08874,50.3343,-20.835,0.0
PALINPIN_W0002I,Palinpinon,Philippines,Liquid-Dominated,9.38421,123.06362,Injection,1508.6,88.62,13.665,0.0603,9.7785,-17.557,0.0
PALINPIN_W0003I,Palinpinon,Philippines,Liquid-Dominated,9.38271,123.20646,Injection,1668.8,140.93,11.008,0.08001,22.7031,-21.739,0.0
PALINPIN_W0004I,Palinpinon,Philippines,Liquid-Dominated,9.34237,123.13239,Injection,1253.1,95.07,10.096,0.09101,33.1501,-19.851,0.0
PALINPIN_W0005I,Palinpinon,Philippines,Liquid-Dominated,9.39023,123.0886,Injection,1645.2,116.93,11.52,0.06495,12.5187,-14.249,0.0
PALINPIN_W0006I,Palinpinon,Philippines,Liquid-Dominated,9.29266,123.18072,Injection,1560.7,117.93,8.534,0.08892,75.9438,-19.411,0.0
PALINPIN_W0007I,Palinpinon,Philippines,Liquid-Dominated,9.37267,123.19237,Injection,1496.7,106.0,14.771,0.07051,24.1569,-16.977,0.0
PALINPIN_W0008I,Palinpinon,Philippines,Liquid-Dominated,9.37838,123.1814,Injection,1391.4,90.11,11.598,0.07819,20.8858,-18.747,0.0
PALINPIN_W0009I,Palinpinon,Philippines,Liquid-Dominated,9.37607,123.11544,Injection,1380.4,83.84,10.637,0.08043,19.3014,-18.735,0.0
PALINPIN_W0010I,Palinpinon,Philippines,Liquid-Dominated,9.3841,123.10206,Injection,1219.8,99.1,9.71,0.09785,76.2432,-27.649,0.0
PALINPIN_W0011I,Palinpinon,Philippines,Liquid-Dominated,9.43275,123.11013,Injection,1659.4,115.45,14.03,0.05063,11.0467,-25.273,0.0
PALINPIN_W0012I,Palinpinon,Philippines,Liquid-Dominated,9.38601,123.07957,Injection,1574.5,105.63,11.862,0.07294,13.593,-7.135,0.0
PALINPIN_W0013I,Palinpinon,Philippines,Liquid-Dominated,9.25696,123.19314,Injection,1211.8,105.77,11.193,0.06164,22.6522,-25.699,0.0
PALINPIN_W0014I,Palinpinon,Philippines,Liquid-Dominated,9.33757,123.07076,Injection,1478.7,122.37,10.454,0.07737,54.8659,-20.636,0.0
PALINPIN_W0015I,Palinpinon,Philippines,Liquid-Dominated,9.4036,123.17358,Injection,1361.2,73.79,13.496,0.06474,7.9213,-21.111,0.0
PALINPIN_W0016I,Palinpinon,Philippines,Liquid-Dominated,9.2715,123.20331,Injection,1416.4,81.32,14.177,0.06367,19.0987,-15.7,0.0
PALINPIN_W0017I,Palinpinon,Philippines,Liquid-Dominated,9.31129,123.1623,Injection,1757.9,118.75,15.403,0.07329,16.2872,-14.724,0.0
PALINPIN_W0018I,Palinpinon,Philippines,Liquid-Dominated,9.30912,123.12585,Injection,1658.8,149.21,14.363,0.07599,12.3173,-26.435,0.0
PALINPIN_W0019I,Palinpinon,Philippines,Liquid-Dominated,9.3985,123.07169,Injection,1592.3,123.75,11.828,0.06671,19.6116,-17.247,0.0
PALINPIN_W0020I,Palinpinon,Philippines,Liquid-Dominated,9.26376,123.08921,Injection,1499.5,118.02,8.876,0.06056,14.113,-14.889,0.0
PALINPIN_W0021I,Palinpinon,Philippines,Liquid-Dominated,9.31952,123.13651,Injection,1348.7,116.54,10.64,0.05665,18.3623,-20.398,0.0
PALINPIN_W0022I,Palinpinon,Philippines,Liquid-Dominated,9.34094,123.15817,Injection,1492.1,122.66,14.877,0.05657,7.7443,-7.004,0.0
PALINPIN_W0023I,Palinpinon,Philippines,Liquid-Dominated,9.30444,123.14766,Injection,1402.6,113.21,7.325,0.07715,26.2927,-15.648,0.0
PALINPIN_W0024I,Palinpinon,Philippines,Liquid-Dominated,9.43375,123.12886,Injection,1618.1,90.2,14.138,0.07365,20.8361,-14.072,0.0
PALINPIN_W0025I,Palinpinon,Philippines,Liquid-Dominated,9.33168,123.14,Injection,1597.6,114.57,15.427,0.06408,14.1421,-20.652,0.0
PALINPIN_W0026I,Palinpinon,Philippines,Liquid-Dominated,9.37159,123.14033,Injection,1225.5,109.39,11.082,0.07199,44.1121,-23.452,0.0
PALINPIN_W0027I,Palinpinon,Philippines,Liquid-Dominated,9.37708,123.14073,Injection,1974.4,121.91,15.724,0.08239,41.5787,-22.624,0.0
PALINPIN_W0028I,Palinpinon,Philippines,Liquid-Dominated,9.26336,123.16751,Injection,1481.7,73.18,14.983,0.06785,9.3168,-18.556,0.0
PALINPIN_W0029I,Palinpinon,Philippines,Liquid-Dominated,9.41248,123.14376,Injection,1356.3,105.5,9.183,0.08238,20.3161,-20.832,0.0
PALINPIN_W0030I,Palinpinon,Philippines,Liquid-Dominated,9.34587,123.03515,Injection,1631.7,123.44,13.361,0.06605,32.5558,-17.449,0.0
PALINPIN_W0031I,Palinpinon,Philippines,Liquid-Dominated,9.40442,123.18368,Injection,1425.2,101.04,11.247,0.08438,52.3455,-22.732,0.0
PALINPIN_W0032I,Palinpinon,Philippines,Liquid-Dominated,9.24444,123.11401,Injection,1703.0,113.84,12.63,0.08971,39.4036,-19.804,0.0
PALINPIN_W0033I,Palinpinon,Philippines,Liquid-Dominated,9.31041,123.10983,Injection,1172.0,119.87,9.802,0.06389,37.3007,-15.544,0.0
PALINPIN_W0034I,Palinpinon,Philippines,Liquid-Dominated,9.41173,123.11924,Injection,1630.0,124.05,13.762,0.06701,18.3622,-18.77,0.0
PALINPIN_W0035I,Palinpinon,Philippines,Liquid-Dominated,9.38062,123.12737,Injection,1687.9,117.18,17.939,0.06745,13.6313,-23.656,0.0
PALINPIN_W0036I,Palinpinon,Philippines,Liquid-Dominated,9.36163,123.11124,Injection,1389.3,65.79,8.193,0.07475,13.6682,-27.558,0.0
PALINPIN_W0037I,Palinpinon,Philippines,Liquid-Dominated,9.29014,123.16906,Injection,1498.4,78.43,12.0,0.06853,19.6658,-15.738,0.0
PALINPIN_W0038I,Palinpinon,Philippines,Liquid-Dominated,9.35739,123.16007,Injection,1180.3,101.3,9.359,0.09397,42.02,-19.69,0.0
PALINPIN_W0039I,Palinpinon,Philippines,Liquid-Dominated,9.29829,123.16836,Injection,1529.5,94.88,12.435,0.07131,26.8846,-17.917,0.0
PALINPIN_W0040I,Palinpinon,Philippines,Liquid-Dominated,9.38876,123.09747,Injection,1396.5,112.9,10.204,0.08542,22.8372,-17.323,0.0
PALINPIN_W0041I,Palinpinon,Philippines,Liquid-Dominated,9.29963,123.17675,Injection,1457.9,119.38,9.97,0.09478,84.9474,-10.071,0.0
PALINPIN_W0042I,Palinpinon,Philippines,Liquid-Dominated,9.36968,123.17861,Injection,1869.2,79.54,14.592,0.09528,40.2674,-21.654,0.0
PALINPIN_W0043I,Palinpinon,Philippines,Liquid-Dominated,9.33155,123.10644,Injection,1406.6,84.65,12.788,0.0684,18.709,-13.2,0.0
PALINPIN_W0044I,Palinpinon,Philippines,Liquid-Dominated,9.3169,123.08974,Injection,1246.7,93.52,9.563,0.08255,39.8154,-31.02,0.0
PALINPIN_W0045I,Palinpinon,Philippines,Liquid-Dominated,9.37301,123.07643,Injection,1932.3,112.87,15.854,0.04437,3.9467,-14.448,0.0
PALINPIN_W0046I,Palinpinon,Philippines,Liquid-Dominated,9.26534,123.2656,Injection,1725.6,80.44,15.662,0.06322,29.0533,-18.645,0.0
PALINPIN_W0047I,Palinpinon,Philippines,Liquid-Dominated,9.39304,123.15959,Injection,1672.2,105.41,11.094,0.06672,10.0334,-17.965,0.0
PALINPIN_W0048I,Palinpinon,Philippines,Liquid-Dominated,9.46342,123.0583,Injection,1682.4,105.71,13.769,0.08586,27.6987,-10.849,0.0
PALINPIN_W0049I,Palinpinon,Philippines,Liquid-Dominated,9.30868,123.0885,Injection,1434.1,121.02,8.037,0.092,75.4784,-20.862,0.0
PALINPIN_W0050I,Palinpinon,Philippines,Liquid-Dominated,9.38689,123.23005,Injection,1659.7,92.39,13.884,0.05987,12.9875,-19.044,0.0
PALINPIN_W0051I,Palinpinon,Philippines,Liquid-Dominated,9.41315,123.17285,Injection,1689.2,88.73,14.23,0.0554,7.1822,-25.047,0.0
PALINPIN_W0052I,Palinpinon,Philippines,Liquid-Dominated,9.31222,123.19385,Injection,1555.0,78.54,10.455,0.06697,42.1752,-20.308,0.0
PALINPIN_W0053I,Palinpinon,Philippines,Liquid-Dominated,9.34252,123.13297,Injection,1459.1,74.18,8.248,0.07837,29.7175,-23.419,0.0
PALINPIN_W0054I,Palinpinon,Philippines,Liquid-Dominated,9.29106,123.22398,Injection,1148.6,69.18,6.737,0.08314,45.5901,-17.925,0.0
PALINPIN_W0055I,Palinpinon,Philippines,Liquid-Dominated,9.33,123.02074,Injection,1438.4,107.42,9.463,0.08332,41.1886,-14.502,0.0
PALINPIN_W0056I,Palinpinon,Philippines,Liquid-Dominated,9.41067,123.14338,Injection,1778.3,71.37,17.763,0.07101,30.678,-26.246,0.0
PALINPIN_W0057I,Palinpinon,Philippines,Liquid-Dominated,9.44016,123.0802,Injection,1444.0,139.58,13.837,0.07708,26.9018,-24.533,0.0
PALINPIN_W0058I,Palinpinon,Philippines,Liquid-Dominated,9.3419,123.22368,Injection,1505.7,131.77,11.464,0.05576,20.4253,-9.94,0.0
PALINPIN_W0059I,Palinpinon,Philippines,Liquid-Dominated,9.39894,123.17633,Injection,1269.4,57.11,8.959,0.08587,19.9388,-15.504,0.0
PALINPIN_W0060I,Palinpinon,Philippines,Liquid-Dominated,9.43079,123.0927,Injection,1437.8,98.16,11.81,0.05561,19.0063,-16.485,0.0
